CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,LineCode,Description,2022,2023,2024
42067,"Juniata, PA",65,"      Administrative and support and waste management and remediation services",22637,23946,24660
42067,"Juniata, PA",68,"    Educational services, health care, and social assistance",36671,39932,41954
42067,"Juniata, PA",69,"      Educational services",(D),(D),3079
42067,"Juniata, PA",70,"      Health care and social assistance",(D),(D),38875
42067,"Juniata, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",34042,41225,42582
42067,"Juniata, PA",76,"      Arts, entertainment, and recreation",1809,2414,2469
42067,"Juniata, PA",79,"      Accommodation and food services",32233,38811,40113
42067,"Juniata, PA",82,"    Other services (except government and government enterprises)",31175,32046,34471
42067,"Juniata, PA",83,Government and government enterprises,65435,68371,70474
42067,"Juniata, PA",,Addenda:,,,
42067,"Juniata, PA",87,Natural resources and mining,124014,96424,123087
42067,"Juniata, PA",88,Trade,89991,99355,103358
42067,"Juniata, PA",89,Transportation and utilities,91408,61895,64134
42067,"Juniata, PA",90,Manufacturing and information,320547,284327,284028
42067,"Juniata, PA",91,Private goods-producing industries 2,479511,422975,454949
42067,"Juniata, PA",92,Private services-providing industries 3,478039,481268,499931
42069,"Lackawanna, PA",1,All industry total,12138734,12910827,13421381
42069,"Lackawanna, PA",2,"  Private industries",11087564,11809333,12252361
42069,"Lackawanna, PA",3,"    Agriculture, forestry, fishing and hunting",3850,11343,9130
42069,"Lackawanna, PA",6,"    Mining, quarrying, and oil and gas extraction",18360,4859,2111
42069,"Lackawanna, PA",10,"    Utilities",473038,560560,494115
42069,"Lackawanna, PA",11,"    Construction",426117,470158,479347
42069,"Lackawanna, PA",12,"    Manufacturing",1259270,1344889,1387963
42069,"Lackawanna, PA",13,"      Durable goods manufacturing",684863,716287,750626
42069,"Lackawanna, PA",25,"      Nondurable goods manufacturing",574407,628603,637336
42069,"Lackawanna, PA",34,"    Wholesale trade",1047496,1097145,1127120
42069,"Lackawanna, PA",35,"    Retail trade",988006,1078329,1123768
42069,"Lackawanna, PA",36,"    Transportation and warehousing",588463,556406,604007
42069,"Lackawanna, PA",45,"    Information",455415,464749,503010
42069,"Lackawanna, PA",50,"    Finance, insurance, real estate, rental, and leasing",2069313,2192798,2242641
42069,"Lackawanna, PA",51,"      Finance and insurance",771846,748326,771916
42069,"Lackawanna, PA",56,"      Real estate and rental and leasing",1297467,1444473,1470725
42069,"Lackawanna, PA",59,"    Professional and business services",1081489,1131228,1192799
42069,"Lackawanna, PA",60,"      Professional, scientific, and technical services",507811,532488,555950
42069,"Lackawanna, PA",64,"      Management of companies and enterprises",171363,163981,194807
42069,"Lackawanna, PA",65,"      Administrative and support and waste management and remediation services",402314,434759,442042
42069,"Lackawanna, PA",68,"    Educational services, health care, and social assistance",1892866,2026259,2163947
42069,"Lackawanna, PA",69,"      Educational services",371136,381590,395039
42069,"Lackawanna, PA",70,"      Health care and social assistance",1521730,1644669,1768909
42069,"Lackawanna, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",486525,558677,587279
42069,"Lackawanna, PA",76,"      Arts, entertainment, and recreation",128589,147618,159601
42069,"Lackawanna, PA",79,"      Accommodation and food services",357936,411059,427678
42069,"Lackawanna, PA",82,"    Other services (except government and government enterprises)",297356,311935,335126
42069,"Lackawanna, PA",83,Government and government enterprises,1051171,1101494,1169019
42069,"Lackawanna, PA",,Addenda:,,,
42069,"Lackawanna, PA",87,Natural resources and mining,22210,16202,11242
42069,"Lackawanna, PA",88,Trade,2035502,2175474,2250887
42069,"Lackawanna, PA",89,Transportation and utilities,1061501,1116966,1098122
42069,"Lackawanna, PA",90,Manufacturing and information,1714685,1809638,1890972
42069,"Lackawanna, PA",91,Private goods-producing industries 2,1707597,1831249,1878551
42069,"Lackawanna, PA",92,Private services-providing industries 3,9379966,9978085,10373811
42071,"Lancaster, PA",1,All industry total,36771488,37995709,39951127
42071,"Lancaster, PA",2,"  Private industries",34769580,35900199,37740858
42071,"Lancaster, PA",3,"    Agriculture, forestry, fishing and hunting",1436767,1086970,1440967
42071,"Lancaster, PA",6,"    Mining, quarrying, and oil and gas extraction",112374,130757,53250
42071,"Lancaster, PA",10,"    Utilities",230087,225077,219402
42071,"Lancaster, PA",11,"    Construction",2806953,3033784,3271956
42071,"Lancaster, PA",12,"    Manufacturing",5998213,5980031,6020911
42071,"Lancaster, PA",13,"      Durable goods manufacturing",2785621,2889132,2891767
42071,"Lancaster, PA",25,"      Nondurable goods manufacturing",3212592,3090900,3129144
42071,"Lancaster, PA",34,"    Wholesale trade",3026838,3186562,3350005
42071,"Lancaster, PA",35,"    Retail trade",2732002,2982151,3081898
42071,"Lancaster, PA",36,"    Transportation and warehousing",1926699,1575537,1651179
42071,"Lancaster, PA",45,"    Information",803532,837452,837500
42071,"Lancaster, PA",50,"    Finance, insurance, real estate, rental, and leasing",6244017,6593532,6876861
42071,"Lancaster, PA",51,"      Finance and insurance",1603219,1720289,1814675
42071,"Lancaster, PA",56,"      Real estate and rental and leasing",4640798,4873243,5062186
42071,"Lancaster, PA",59,"    Professional and business services",3334942,3566544,3806671
42071,"Lancaster, PA",60,"      Professional, scientific, and technical services",1979955,2106791,2233912
42071,"Lancaster, PA",64,"      Management of companies and enterprises",687008,721230,805664
42071,"Lancaster, PA",65,"      Administrative and support and waste management and remediation services",667979,738523,767095
42071,"Lancaster, PA",68,"    Educational services, health care, and social assistance",3799503,4102762,4365149
42071,"Lancaster, PA",69,"      Educational services",417331,431540,449920
42071,"Lancaster, PA",70,"      Health care and social assistance",3382172,3671222,3915229
42071,"Lancaster, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",1264728,1450495,1521005
42071,"Lancaster, PA",76,"      Arts, entertainment, and recreation",286514,344036,365845
42071,"Lancaster, PA",79,"      Accommodation and food services",978214,1106459,1155160
42071,"Lancaster, PA",82,"    Other services (except government and government enterprises)",1052924,1148545,1244102
42071,"Lancaster, PA",83,Government and government enterprises,2001908,2095510,2210269
42071,"Lancaster, PA",,Addenda:,,,
42071,"Lancaster, PA",87,Natural resources and mining,1549141,1217727,1494217
42071,"Lancaster, PA",88,Trade,5758840,6168713,6431903
42071,"Lancaster, PA",89,Transportation and utilities,2156786,1800614,1870581
42071,"Lancaster, PA",90,Manufacturing and information,6801745,6817484,6858411
42071,"Lancaster, PA",91,Private goods-producing industries 2,10354307,10231542,10787084
42071,"Lancaster, PA",92,Private services-providing industries 3,24415273,25668657,26953774
42073,"Lawrence, PA",1,All industry total,3877591,4180123,4199654
42073,"Lawrence, PA",2,"  Private industries",3568098,3861137,3865842
42073,"Lawrence, PA",3,"    Agriculture, forestry, fishing and hunting",8863,6081,11140
42073,"Lawrence, PA",6,"    Mining, quarrying, and oil and gas extraction",48994,44513,24967
42073,"Lawrence, PA",10,"    Utilities",351016,402361,324629
42073,"Lawrence, PA",11,"    Construction",208726,228431,240221
42073,"Lawrence, PA",12,"    Manufacturing",497236,535086,495025
42073,"Lawrence, PA",13,"      Durable goods manufacturing",376564,406949,376660
42073,"Lawrence, PA",25,"      Nondurable goods manufacturing",120672,128138,118365
42073,"Lawrence, PA",34,"    Wholesale trade",520455,534033,547137
42073,"Lawrence, PA",35,"    Retail trade",254140,270918,279911
42073,"Lawrence, PA",36,"    Transportation and warehousing",123267,112593,107840
42073,"Lawrence, PA",45,"    Information",68105,66479,71633
42073,"Lawrence, PA",50,"    Finance, insurance, real estate, rental, and leasing",641759,736631,783060
42073,"Lawrence, PA",51,"      Finance and insurance",193681,217261,221825
42073,"Lawrence, PA",56,"      Real estate and rental and leasing",448078,519370,561235
42073,"Lawrence, PA",59,"    Professional and business services",233850,257984,265033
42073,"Lawrence, PA",60,"      Professional, scientific, and technical services",100745,105085,115821
42073,"Lawrence, PA",64,"      Management of companies and enterprises",57358,61391,51419
42073,"Lawrence, PA",65,"      Administrative and support and waste management and remediation services",75747,91507,97793
42073,"Lawrence, PA",68,"    Educational services, health care, and social assistance",404269,436840,472677
42073,"Lawrence, PA",69,"      Educational services",41414,44181,47875
42073,"Lawrence, PA",70,"      Health care and social assistance",362855,392659,424802
42073,"Lawrence, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",100301,115054,120541
42073,"Lawrence, PA",76,"      Arts, entertainment, and recreation",22098,27333,27450
42073,"Lawrence, PA",79,"      Accommodation and food services",78203,87721,93090
42073,"Lawrence, PA",82,"    Other services (except government and government enterprises)",107116,114132,122027
42073,"Lawrence, PA",83,Government and government enterprises,309493,318986,333813
42073,"Lawrence, PA",,Addenda:,,,
42073,"Lawrence, PA",87,Natural resources and mining,57857,50594,36107
42073,"Lawrence, PA",88,Trade,774596,804951,827048
42073,"Lawrence, PA",89,Transportation and utilities,474283,514954,432469
42073,"Lawrence, PA",90,Manufacturing and information,565341,601565,566658
42073,"Lawrence, PA",91,Private goods-producing industries 2,763820,814112,771352
42073,"Lawrence, PA",92,Private services-providing industries 3,2804278,3047025,3094489
42075,"Lebanon, PA",1,All industry total,7422232,7790160,8097401
42075,"Lebanon, PA",2,"  Private industries",6363851,6642055,6877032
42075,"Lebanon, PA",3,"    Agriculture, forestry, fishing and hunting",326998,215335,322248
42075,"Lebanon, PA",6,"    Mining, quarrying, and oil and gas extraction",(D),(D),0
42075,"Lebanon, PA",10,"    Utilities",253572,225781,221034
42075,"Lebanon, PA",11,"    Construction",323756,389493,385067
42075,"Lebanon, PA",12,"    Manufacturing",1220775,1329505,1302334
42075,"Lebanon, PA",13,"      Durable goods manufacturing",498458,491912,483061
42075,"Lebanon, PA",25,"      Nondurable goods manufacturing",722317,837592,819273
42075,"Lebanon, PA",34,"    Wholesale trade",(D),(D),(D)
42075,"Lebanon, PA",35,"    Retail trade",534111,604484,628493
42075,"Lebanon, PA",36,"    Transportation and warehousing",511594,481014,485504
42075,"Lebanon, PA",45,"    Information",313363,306907,297828
42075,"Lebanon, PA",50,"    Finance, insurance, real estate, rental, and leasing",(D),(D),(D)
42075,"Lebanon, PA",51,"      Finance and insurance",177165,189562,204023
42075,"Lebanon, PA",56,"      Real estate and rental and leasing",(D),(D),(D)
42075,"Lebanon, PA",59,"    Professional and business services",415701,429227,449944
42075,"Lebanon, PA",60,"      Professional, scientific, and technical services",194399,217072,213388
42075,"Lebanon, PA",64,"      Management of companies and enterprises",55675,34969,41424
42075,"Lebanon, PA",65,"      Administrative and support and waste management and remediation services",165626,177186,195132
42075,"Lebanon, PA",68,"    Educational services, health care, and social assistance",593412,637871,673355
42075,"Lebanon, PA",69,"      Educational services",65081,68434,71823
42075,"Lebanon, PA",70,"      Health care and social assistance",528331,569438,601532
42075,"Lebanon, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",198352,222889,232207
42075,"Lebanon, PA",76,"      Arts, entertainment, and recreation",46179,52094,56661
42075,"Lebanon, PA",79,"      Accommodation and food services",152172,170795,175546
42075,"Lebanon, PA",82,"    Other services (except government and government enterprises)",180683,194385,209027
42075,"Lebanon, PA",83,Government and government enterprises,1058381,1148105,1220369
42075,"Lebanon, PA",,Addenda:,,,
42075,"Lebanon, PA",87,Natural resources and mining,(D),(D),322248
42075,"Lebanon, PA",88,Trade,(D),(D),(D)
42075,"Lebanon, PA",89,Transportation and utilities,765166,706795,706538
42075,"Lebanon, PA",90,Manufacturing and information,1534138,1636412,1600162
42075,"Lebanon, PA",91,Private goods-producing industries 2,(D),(D),2009649
42075,"Lebanon, PA",92,Private services-providing industries 3,(D),(D),4867383
42077,"Lehigh, PA",1,All industry total,27975241,30411304,31738508
42077,"Lehigh, PA",2,"  Private industries",26216873,28556981,29769973
42077,"Lehigh, PA",3,"    Agriculture, forestry, fishing and hunting",39638,53964,17004
42077,"Lehigh, PA",6,"    Mining, quarrying, and oil and gas extraction",(D),19681,7344
42077,"Lehigh, PA",10,"    Utilities",107261,87848,96925
42077,"Lehigh, PA",11,"    Construction",968747,1022538,1010380
42077,"Lehigh, PA",12,"    Manufacturing",3476445,3959067,4072695
42077,"Lehigh, PA",13,"      Durable goods manufacturing",1550984,1653028,1730321
42077,"Lehigh, PA",25,"      Nondurable goods manufacturing",1925461,2306039,2342374
42077,"Lehigh, PA",34,"    Wholesale trade",(D),2023012,(D)
42077,"Lehigh, PA",35,"    Retail trade",1680672,1808339,1860922
42077,"Lehigh, PA",36,"    Transportation and warehousing",1608305,1978517,1889764
42077,"Lehigh, PA",45,"    Information",1348452,1328736,1346475
42077,"Lehigh, PA",50,"    Finance, insurance, real estate, rental, and leasing",(D),4536621,(D)
42077,"Lehigh, PA",51,"      Finance and insurance",1065738,1127255,1168570
42077,"Lehigh, PA",56,"      Real estate and rental and leasing",(D),3409366,(D)
42077,"Lehigh, PA",59,"    Professional and business services",4247896,4468649,4922710
42077,"Lehigh, PA",60,"      Professional, scientific, and technical services",1593967,1722443,1868922
42077,"Lehigh, PA",64,"      Management of companies and enterprises",1441622,1512622,1721647
42077,"Lehigh, PA",65,"      Administrative and support and waste management and remediation services",1212307,1233584,1332141
42077,"Lehigh, PA",68,"    Educational services, health care, and social assistance",5114304,5635784,6014403
42077,"Lehigh, PA",69,"      Educational services",290846,300987,331836
42077,"Lehigh, PA",70,"      Health care and social assistance",4823458,5334797,5682567
42077,"Lehigh, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",901239,1039637,1134523
42077,"Lehigh, PA",76,"      Arts, entertainment, and recreation",215567,262933,324227
42077,"Lehigh, PA",79,"      Accommodation and food services",685673,776705,810296
42077,"Lehigh, PA",82,"    Other services (except government and government enterprises)",546334,594590,639144
42077,"Lehigh, PA",83,Government and government enterprises,1758368,1854323,1968535
42077,"Lehigh, PA",,Addenda:,,,
42077,"Lehigh, PA",87,Natural resources and mining,(D),73644,24348
42077,"Lehigh, PA",88,Trade,(D),3831351,(D)
42077,"Lehigh, PA",89,Transportation and utilities,1715566,2066365,1986689
42077,"Lehigh, PA",90,Manufacturing and information,4824897,5287803,5419170
42077,"Lehigh, PA",91,Private goods-producing industries 2,(D),5055249,5107423
42077,"Lehigh, PA",92,Private services-providing industries 3,(D),23501732,24662550
42079,"Luzerne, PA",1,All industry total,18118888,19648747,20580464
42079,"Luzerne, PA",2,"  Private industries",16234992,17691951,18511909
42079,"Luzerne, PA",3,"    Agriculture, forestry, fishing and hunting",4982,3973,7184
42079,"Luzerne, PA",6,"    Mining, quarrying, and oil and gas extraction",42178,57556,48964
42079,"Luzerne, PA",10,"    Utilities",1423351,1550878,1551172
42079,"Luzerne, PA",11,"    Construction",673927,660746,737153
42079,"Luzerne, PA",12,"    Manufacturing",2180362,2407338,2477108
42079,"Luzerne, PA",13,"      Durable goods manufacturing",816140,866197,890843
42079,"Luzerne, PA",25,"      Nondurable goods manufacturing",1364222,1541141,1586264
42079,"Luzerne, PA",34,"    Wholesale trade",981301,1000162,1005745
42079,"Luzerne, PA",35,"    Retail trade",1396565,1523383,1578727
42079,"Luzerne, PA",36,"    Transportation and warehousing",1442285,1463221,1502906
42079,"Luzerne, PA",45,"    Information",496821,499630,508721
42079,"Luzerne, PA",50,"    Finance, insurance, real estate, rental, and leasing",2657518,3143312,3390940
42079,"Luzerne, PA",51,"      Finance and insurance",872318,938864,984037
42079,"Luzerne, PA",56,"      Real estate and rental and leasing",1785199,2204448,2406904
42079,"Luzerne, PA",59,"    Professional and business services",1547320,1725499,1831029
42079,"Luzerne, PA",60,"      Professional, scientific, and technical services",701221,772306,819493
42079,"Luzerne, PA",64,"      Management of companies and enterprises",173543,237650,260662
42079,"Luzerne, PA",65,"      Administrative and support and waste management and remediation services",672557,715543,750875
42079,"Luzerne, PA",68,"    Educational services, health care, and social assistance",2231905,2389740,2531455
42079,"Luzerne, PA",69,"      Educational services",279026,286997,295365
42079,"Luzerne, PA",70,"      Health care and social assistance",1952879,2102743,2236090
42079,"Luzerne, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",734303,813185,851928
42079,"Luzerne, PA",76,"      Arts, entertainment, and recreation",125300,146657,154133
42079,"Luzerne, PA",79,"      Accommodation and food services",609003,666528,697795
42079,"Luzerne, PA",82,"    Other services (except government and government enterprises)",422176,453328,488877
42079,"Luzerne, PA",83,Government and government enterprises,1883896,1956796,2068555
42079,"Luzerne, PA",,Addenda:,,,
42079,"Luzerne, PA",87,Natural resources and mining,47160,61529,56148
42079,"Luzerne, PA",88,Trade,2377866,2523545,2584472
42079,"Luzerne, PA",89,Transportation and utilities,2865635,3014098,3054078
42079,"Luzerne, PA",90,Manufacturing and information,2677183,2906967,2985829
42079,"Luzerne, PA",91,Private goods-producing industries 2,2901448,3129613,3270408
42079,"Luzerne, PA",92,Private services-providing industries 3,13333544,14562338,15241501
42081,"Lycoming, PA",1,All industry total,7153536,7564150,7698456
42081,"Lycoming, PA",2,"  Private industries",6414803,6802694,6903138
42081,"Lycoming, PA",3,"    Agriculture, forestry, fishing and hunting",65186,79494,38120
42081,"Lycoming, PA",6,"    Mining, quarrying, and oil and gas extraction",924669,672914,636836
42081,"Lycoming, PA",10,"    Utilities",341177,357862,334514
42081,"Lycoming, PA",11,"    Construction",197735,215783,210277
42081,"Lycoming, PA",12,"    Manufacturing",1132374,1269675,1294536
42081,"Lycoming, PA",13,"      Durable goods manufacturing",484422,509968,511201
42081,"Lycoming, PA",25,"      Nondurable goods manufacturing",647952,759707,783335
42081,"Lycoming, PA",34,"    Wholesale trade",286652,302857,307351
42081,"Lycoming, PA",35,"    Retail trade",440625,484996,495021
42081,"Lycoming, PA",36,"    Transportation and warehousing",149001,214541,233390
42081,"Lycoming, PA",45,"    Information",156757,140172,139473
42081,"Lycoming, PA",50,"    Finance, insurance, real estate, rental, and leasing",1041571,1255858,1299400
42081,"Lycoming, PA",51,"      Finance and insurance",268161,291501,308221
42081,"Lycoming, PA",56,"      Real estate and rental and leasing",773411,964358,991180
42081,"Lycoming, PA",59,"    Professional and business services",393111,430188,444360
42081,"Lycoming, PA",60,"      Professional, scientific, and technical services",219860,228872,233048
42081,"Lycoming, PA",64,"      Management of companies and enterprises",36116,42174,51001
42081,"Lycoming, PA",65,"      Administrative and support and waste management and remediation services",137135,159141,160311
42081,"Lycoming, PA",68,"    Educational services, health care, and social assistance",908862,956113,1019994
42081,"Lycoming, PA",69,"      Educational services",70143,77255,83335
42081,"Lycoming, PA",70,"      Health care and social assistance",838719,878858,936659
42081,"Lycoming, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",217323,249741,265206
42081,"Lycoming, PA",76,"      Arts, entertainment, and recreation",39690,45815,51262
42081,"Lycoming, PA",79,"      Accommodation and food services",177633,203926,213944
42081,"Lycoming, PA",82,"    Other services (except government and government enterprises)",159759,172501,184660
42081,"Lycoming, PA",83,Government and government enterprises,738733,761456,795317
42081,"Lycoming, PA",,Addenda:,,,
42081,"Lycoming, PA",87,Natural resources and mining,989855,752408,674956
42081,"Lycoming, PA",88,Trade,727276,787853,802372
42081,"Lycoming, PA",89,Transportation and utilities,490178,572403,567904
42081,"Lycoming, PA",90,Manufacturing and information,1289131,1409847,1434010
42081,"Lycoming, PA",91,Private goods-producing industries 2,2319964,2237866,2179769
42081,"Lycoming, PA",92,Private services-providing industries 3,4094839,4564828,4723369
42083,"McKean, PA",1,All industry total,2150387,2346350,2212470
42083,"McKean, PA",2,"  Private industries",1930558,2117891,1973230
42083,"McKean, PA",3,"    Agriculture, forestry, fishing and hunting",21588,24763,20726
42083,"McKean, PA",6,"    Mining, quarrying, and oil and gas extraction",131279,121931,124847
42083,"McKean, PA",10,"    Utilities",10265,6749,7074
42083,"McKean, PA",11,"    Construction",52368,65124,68584
42083,"McKean, PA",12,"    Manufacturing",846693,971651,787150
42083,"McKean, PA",13,"      Durable goods manufacturing",244965,250542,257435
42083,"McKean, PA",25,"      Nondurable goods manufacturing",601728,721108,529715
42083,"McKean, PA",34,"    Wholesale trade",48977,50195,53632
42083,"McKean, PA",35,"    Retail trade",141571,153618,160086
42083,"McKean, PA",36,"    Transportation and warehousing",76872,62945,64485
42083,"McKean, PA",45,"    Information",40526,39337,40169
42083,"McKean, PA",50,"    Finance, insurance, real estate, rental, and leasing",203567,251313,264102
42083,"McKean, PA",51,"      Finance and insurance",43692,46252,48724
42083,"McKean, PA",56,"      Real estate and rental and leasing",159875,205061,215377
42083,"McKean, PA",59,"    Professional and business services",90374,86936,87145
42083,"McKean, PA",60,"      Professional, scientific, and technical services",24338,25165,26075
42083,"McKean, PA",64,"      Management of companies and enterprises",37105,33495,31529
42083,"McKean, PA",65,"      Administrative and support and waste management and remediation services",28930,28276,29541
42083,"McKean, PA",68,"    Educational services, health care, and social assistance",174829,188012,196809
42083,"McKean, PA",69,"      Educational services",25524,25936,26148
42083,"McKean, PA",70,"      Health care and social assistance",149306,162076,170661
42083,"McKean, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",43357,44858,47309
42083,"McKean, PA",76,"      Arts, entertainment, and recreation",4962,4535,4742
42083,"McKean, PA",79,"      Accommodation and food services",38395,40323,42567
42083,"McKean, PA",82,"    Other services (except government and government enterprises)",48292,50458,51112
42083,"McKean, PA",83,Government and government enterprises,219830,228459,239239
42083,"McKean, PA",,Addenda:,,,
42083,"McKean, PA",87,Natural resources and mining,152868,146694,145572
42083,"McKean, PA",88,Trade,190548,203813,213718
42083,"McKean, PA",89,Transportation and utilities,87137,69695,71559
42083,"McKean, PA",90,Manufacturing and information,887219,1010988,827320
42083,"McKean, PA",91,Private goods-producing industries 2,1051929,1183469,1001306
42083,"McKean, PA",92,Private services-providing industries 3,878629,934422,971924
42085,"Mercer, PA",1,All industry total,5043149,5295038,5514791
42085,"Mercer, PA",2,"  Private industries",4574583,4816030,5027523
42085,"Mercer, PA",3,"    Agriculture, forestry, fishing and hunting",22390,26749,34065
42085,"Mercer, PA",6,"    Mining, quarrying, and oil and gas extraction",78409,68929,53615
42085,"Mercer, PA",10,"    Utilities",24085,23592,25723
42085,"Mercer, PA",11,"    Construction",204228,228540,252836
42085,"Mercer, PA",12,"    Manufacturing",1151522,1147243,1118339
42085,"Mercer, PA",13,"      Durable goods manufacturing",876725,875614,841375
42085,"Mercer, PA",25,"      Nondurable goods manufacturing",274797,271629,276964
42085,"Mercer, PA",34,"    Wholesale trade",207566,227774,253526
42085,"Mercer, PA",35,"    Retail trade",416713,446227,461892
42085,"Mercer, PA",36,"    Transportation and warehousing",251480,252166,270099
42085,"Mercer, PA",45,"    Information",72830,81998,84634
42085,"Mercer, PA",50,"    Finance, insurance, real estate, rental, and leasing",859749,936355,1005647
42085,"Mercer, PA",51,"      Finance and insurance",310272,315510,329530
42085,"Mercer, PA",56,"      Real estate and rental and leasing",549477,620845,676118
42085,"Mercer, PA",59,"    Professional and business services",287219,305186,327167
42085,"Mercer, PA",60,"      Professional, scientific, and technical services",121357,128795,135632
42085,"Mercer, PA",64,"      Management of companies and enterprises",88128,90084,96399
42085,"Mercer, PA",65,"      Administrative and support and waste management and remediation services",77733,86307,95136
42085,"Mercer, PA",68,"    Educational services, health care, and social assistance",692045,728823,781884
42085,"Mercer, PA",69,"      Educational services",93071,100581,104908
42085,"Mercer, PA",70,"      Health care and social assistance",598974,628242,676976
42085,"Mercer, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",169857,192113,197900
42085,"Mercer, PA",76,"      Arts, entertainment, and recreation",26405,29126,30859
42085,"Mercer, PA",79,"      Accommodation and food services",143452,162988,167040
42085,"Mercer, PA",82,"    Other services (except government and government enterprises)",136490,150333,160198
42085,"Mercer, PA",83,Government and government enterprises,468566,479008,487268
42085,"Mercer, PA",,Addenda:,,,
42085,"Mercer, PA",87,Natural resources and mining,100799,95679,87680
42085,"Mercer, PA",88,Trade,624279,674001,715418
42085,"Mercer, PA",89,Transportation and utilities,275565,275758,295822
42085,"Mercer, PA",90,Manufacturing and information,1224352,1229241,1202973
42085,"Mercer, PA",91,Private goods-producing industries 2,1456550,1471462,1458855
42085,"Mercer, PA",92,Private services-providing industries 3,3118034,3344569,3568668
42087,"Mifflin, PA",1,All industry total,2138711,2170404,2340397
42087,"Mifflin, PA",2,"  Private industries",1995898,2023623,2188044
42087,"Mifflin, PA",3,"    Agriculture, forestry, fishing and hunting",138511,98667,139486
42087,"Mifflin, PA",6,"    Mining, quarrying, and oil and gas extraction",0,(D),376
42087,"Mifflin, PA",10,"    Utilities",6783,5407,5818
42087,"Mifflin, PA",11,"    Construction",109163,123014,135673
42087,"Mifflin, PA",12,"    Manufacturing",657811,656170,700362
42087,"Mifflin, PA",13,"      Durable goods manufacturing",296046,292402,295975
42087,"Mifflin, PA",25,"      Nondurable goods manufacturing",361765,363768,404388
42087,"Mifflin, PA",34,"    Wholesale trade",44855,(D),(D)
42087,"Mifflin, PA",35,"    Retail trade",167457,187389,196226
42087,"Mifflin, PA",36,"    Transportation and warehousing",131005,104928,109492
42087,"Mifflin, PA",45,"    Information",19550,19986,18741
42087,"Mifflin, PA",50,"    Finance, insurance, real estate, rental, and leasing",305361,(D),(D)
42087,"Mifflin, PA",51,"      Finance and insurance",67337,70788,77447
42087,"Mifflin, PA",56,"      Real estate and rental and leasing",238024,(D),(D)
42087,"Mifflin, PA",59,"    Professional and business services",51651,53301,57367
42087,"Mifflin, PA",60,"      Professional, scientific, and technical services",20596,22441,25886
42087,"Mifflin, PA",64,"      Management of companies and enterprises",8056,5297,4562
42087,"Mifflin, PA",65,"      Administrative and support and waste management and remediation services",22999,25562,26919
42087,"Mifflin, PA",68,"    Educational services, health care, and social assistance",263187,292392,320036
42087,"Mifflin, PA",69,"      Educational services",5119,5847,5552
42087,"Mifflin, PA",70,"      Health care and social assistance",258068,286545,314485
42087,"Mifflin, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",43708,49357,53206
42087,"Mifflin, PA",76,"      Arts, entertainment, and recreation",4084,4377,4588
42087,"Mifflin, PA",79,"      Accommodation and food services",39623,44979,48619
42087,"Mifflin, PA",82,"    Other services (except government and government enterprises)",56856,62579,67575
42087,"Mifflin, PA",83,Government and government enterprises,142813,146781,152353
42087,"Mifflin, PA",,Addenda:,,,
42087,"Mifflin, PA",87,Natural resources and mining,138511,(D),139862
42087,"Mifflin, PA",88,Trade,212312,(D),(D)
42087,"Mifflin, PA",89,Transportation and utilities,137789,110335,115310
42087,"Mifflin, PA",90,Manufacturing and information,677361,676156,719104
42087,"Mifflin, PA",91,Private goods-producing industries 2,905485,(D),975898
42087,"Mifflin, PA",92,Private services-providing industries 3,1090413,(D),1212146
42089,"Monroe, PA",1,All industry total,8302067,9134935,9563316
42089,"Monroe, PA",2,"  Private industries",7050143,7840829,8220280
42089,"Monroe, PA",3,"    Agriculture, forestry, fishing and hunting",4952,3297,5047
42089,"Monroe, PA",6,"    Mining, quarrying, and oil and gas extraction",12889,14809,5432
42089,"Monroe, PA",10,"    Utilities",16813,17261,18625
42089,"Monroe, PA",11,"    Construction",243289,269942,272361
42089,"Monroe, PA",12,"    Manufacturing",1810323,2160165,2165706
42089,"Monroe, PA",13,"      Durable goods manufacturing",136263,139390,139439
42089,"Monroe, PA",25,"      Nondurable goods manufacturing",1674059,2020775,2026267
42089,"Monroe, PA",34,"    Wholesale trade",178730,217270,214289
42089,"Monroe, PA",35,"    Retail trade",630755,677317,700813
42089,"Monroe, PA",36,"    Transportation and warehousing",416828,327335,365427
42089,"Monroe, PA",45,"    Information",101954,87972,89709
42089,"Monroe, PA",50,"    Finance, insurance, real estate, rental, and leasing",1436187,1597825,1772385
42089,"Monroe, PA",51,"      Finance and insurance",182728,195110,203109
42089,"Monroe, PA",56,"      Real estate and rental and leasing",1253459,1402715,1569276
42089,"Monroe, PA",59,"    Professional and business services",428434,472765,504639
42089,"Monroe, PA",60,"      Professional, scientific, and technical services",192937,242301,(D)
42089,"Monroe, PA",64,"      Management of companies and enterprises",40542,40184,(D)
