CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,LineCode,Description,2022,2023,2024
42019,"Butler, PA",88,Trade,1782748,1901386,2021436
42019,"Butler, PA",89,Transportation and utilities,434897,412908,434025
42019,"Butler, PA",90,Manufacturing and information,2402491,2541731,2512288
42019,"Butler, PA",91,Private goods-producing industries 2,3163885,3228557,3104370
42019,"Butler, PA",92,Private services-providing industries 3,8389995,9265422,9927993
42021,"Cambria, PA",1,All industry total,5601473,5984827,6208141
42021,"Cambria, PA",2,"  Private industries",4914199,5263185,5453875
42021,"Cambria, PA",3,"    Agriculture, forestry, fishing and hunting",11476,5722,5448
42021,"Cambria, PA",6,"    Mining, quarrying, and oil and gas extraction",67491,73707,68123
42021,"Cambria, PA",10,"    Utilities",460107,462881,470125
42021,"Cambria, PA",11,"    Construction",155666,193158,194609
42021,"Cambria, PA",12,"    Manufacturing",507408,546656,552789
42021,"Cambria, PA",13,"      Durable goods manufacturing",367895,389846,399378
42021,"Cambria, PA",25,"      Nondurable goods manufacturing",139513,156809,153411
42021,"Cambria, PA",34,"    Wholesale trade",219812,229507,222580
42021,"Cambria, PA",35,"    Retail trade",482330,525759,544121
42021,"Cambria, PA",36,"    Transportation and warehousing",172950,203539,224947
42021,"Cambria, PA",45,"    Information",132942,131480,132494
42021,"Cambria, PA",50,"    Finance, insurance, real estate, rental, and leasing",1003218,1040301,1069217
42021,"Cambria, PA",51,"      Finance and insurance",325169,345197,351648
42021,"Cambria, PA",56,"      Real estate and rental and leasing",678049,695104,717569
42021,"Cambria, PA",59,"    Professional and business services",455470,501818,545400
42021,"Cambria, PA",60,"      Professional, scientific, and technical services",253001,286019,313566
42021,"Cambria, PA",64,"      Management of companies and enterprises",58054,67938,72659
42021,"Cambria, PA",65,"      Administrative and support and waste management and remediation services",144414,147861,159175
42021,"Cambria, PA",68,"    Educational services, health care, and social assistance",905366,977050,1032608
42021,"Cambria, PA",69,"      Educational services",129126,133276,139798
42021,"Cambria, PA",70,"      Health care and social assistance",776239,843774,892810
42021,"Cambria, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",170334,191961,201210
42021,"Cambria, PA",76,"      Arts, entertainment, and recreation",33029,39167,41308
42021,"Cambria, PA",79,"      Accommodation and food services",137305,152793,159902
42021,"Cambria, PA",82,"    Other services (except government and government enterprises)",169629,179646,190205
42021,"Cambria, PA",83,Government and government enterprises,687274,721642,754266
42021,"Cambria, PA",,Addenda:,,,
42021,"Cambria, PA",87,Natural resources and mining,78967,79429,73571
42021,"Cambria, PA",88,Trade,702142,755266,766701
42021,"Cambria, PA",89,Transportation and utilities,633057,666420,695072
42021,"Cambria, PA",90,Manufacturing and information,640351,678136,685283
42021,"Cambria, PA",91,Private goods-producing industries 2,742041,819243,820969
42021,"Cambria, PA",92,Private services-providing industries 3,4172158,4443942,4632907
42023,"Cameron, PA",1,All industry total,304459,297835,267928
42023,"Cameron, PA",2,"  Private industries",275812,268333,236936
42023,"Cameron, PA",3,"    Agriculture, forestry, fishing and hunting",3114,4371,(D)
42023,"Cameron, PA",6,"    Mining, quarrying, and oil and gas extraction",(D),(D),43521
42023,"Cameron, PA",10,"    Utilities",533,387,413
42023,"Cameron, PA",11,"    Construction",(D),(D),(D)
42023,"Cameron, PA",12,"    Manufacturing",97966,100513,95980
42023,"Cameron, PA",13,"      Durable goods manufacturing",(D),100032,95505
42023,"Cameron, PA",25,"      Nondurable goods manufacturing",(D),481,475
42023,"Cameron, PA",34,"    Wholesale trade",6115,6476,(D)
42023,"Cameron, PA",35,"    Retail trade",6286,7539,7547
42023,"Cameron, PA",36,"    Transportation and warehousing",(D),(D),(D)
42023,"Cameron, PA",45,"    Information",1881,1668,(D)
42023,"Cameron, PA",50,"    Finance, insurance, real estate, rental, and leasing",(D),(D),(D)
42023,"Cameron, PA",51,"      Finance and insurance",(D),(D),(D)
42023,"Cameron, PA",56,"      Real estate and rental and leasing",31203,41126,43236
42023,"Cameron, PA",59,"    Professional and business services",4980,5262,5532
42023,"Cameron, PA",60,"      Professional, scientific, and technical services",(D),(D),(D)
42023,"Cameron, PA",64,"      Management of companies and enterprises",(D),(D),(D)
42023,"Cameron, PA",65,"      Administrative and support and waste management and remediation services",424,551,(D)
42023,"Cameron, PA",68,"    Educational services, health care, and social assistance",9738,10187,9820
42023,"Cameron, PA",69,"      Educational services",177,297,310
42023,"Cameron, PA",70,"      Health care and social assistance",9561,9890,9510
42023,"Cameron, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",(D),(D),(D)
42023,"Cameron, PA",76,"      Arts, entertainment, and recreation",(D),(D),(D)
42023,"Cameron, PA",79,"      Accommodation and food services",(D),(D),(D)
42023,"Cameron, PA",82,"    Other services (except government and government enterprises)",3559,3650,3721
42023,"Cameron, PA",83,Government and government enterprises,28647,29502,30992
42023,"Cameron, PA",,Addenda:,,,
42023,"Cameron, PA",87,Natural resources and mining,(D),(D),(D)
42023,"Cameron, PA",88,Trade,12401,14016,(D)
42023,"Cameron, PA",89,Transportation and utilities,(D),(D),(D)
42023,"Cameron, PA",90,Manufacturing and information,99847,102180,(D)
42023,"Cameron, PA",91,Private goods-producing industries 2,202743,(D),146245
42023,"Cameron, PA",92,Private services-providing industries 3,73070,(D),90691
42025,"Carbon, PA",1,All industry total,2759410,2685716,2798297
42025,"Carbon, PA",2,"  Private industries",2546098,2467304,2568782
42025,"Carbon, PA",3,"    Agriculture, forestry, fishing and hunting",844,7600,(D)
42025,"Carbon, PA",6,"    Mining, quarrying, and oil and gas extraction",31361,(D),29992
42025,"Carbon, PA",10,"    Utilities",18467,(D),(D)
42025,"Carbon, PA",11,"    Construction",75578,85039,87745
42025,"Carbon, PA",12,"    Manufacturing",237601,254361,245403
42025,"Carbon, PA",13,"      Durable goods manufacturing",155935,155452,154347
42025,"Carbon, PA",25,"      Nondurable goods manufacturing",81666,98909,91056
42025,"Carbon, PA",34,"    Wholesale trade",51683,(D),(D)
42025,"Carbon, PA",35,"    Retail trade",156211,171194,176662
42025,"Carbon, PA",36,"    Transportation and warehousing",56541,43025,46288
42025,"Carbon, PA",45,"    Information",777971,502705,531724
42025,"Carbon, PA",50,"    Finance, insurance, real estate, rental, and leasing",589046,680591,724991
42025,"Carbon, PA",51,"      Finance and insurance",49325,52600,56754
42025,"Carbon, PA",56,"      Real estate and rental and leasing",539722,627990,668237
42025,"Carbon, PA",59,"    Professional and business services",74511,81185,89161
42025,"Carbon, PA",60,"      Professional, scientific, and technical services",42890,45597,52095
42025,"Carbon, PA",64,"      Management of companies and enterprises",2184,2564,2714
42025,"Carbon, PA",65,"      Administrative and support and waste management and remediation services",29437,33024,34351
42025,"Carbon, PA",68,"    Educational services, health care, and social assistance",270171,305406,313725
42025,"Carbon, PA",69,"      Educational services",27921,30555,32196
42025,"Carbon, PA",70,"      Health care and social assistance",242250,274851,281529
42025,"Carbon, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",143484,156462,161787
42025,"Carbon, PA",76,"      Arts, entertainment, and recreation",64325,71269,73695
42025,"Carbon, PA",79,"      Accommodation and food services",79159,85193,88092
42025,"Carbon, PA",82,"    Other services (except government and government enterprises)",62629,67837,73159
42025,"Carbon, PA",83,Government and government enterprises,213312,218412,229515
42025,"Carbon, PA",,Addenda:,,,
42025,"Carbon, PA",87,Natural resources and mining,32205,(D),(D)
42025,"Carbon, PA",88,Trade,207894,(D),(D)
42025,"Carbon, PA",89,Transportation and utilities,75008,(D),(D)
42025,"Carbon, PA",90,Manufacturing and information,1015572,757065,777127
42025,"Carbon, PA",91,Private goods-producing industries 2,345383,(D),(D)
42025,"Carbon, PA",92,Private services-providing industries 3,2200714,(D),(D)
42027,"Centre, PA",1,All industry total,10255959,10743134,11249015
42027,"Centre, PA",2,"  Private industries",6493815,6903598,7209113
42027,"Centre, PA",3,"    Agriculture, forestry, fishing and hunting",85434,72129,39206
42027,"Centre, PA",6,"    Mining, quarrying, and oil and gas extraction",57143,47443,94445
42027,"Centre, PA",10,"    Utilities",22352,26260,33399
42027,"Centre, PA",11,"    Construction",415242,471747,506599
42027,"Centre, PA",12,"    Manufacturing",551971,581937,566042
42027,"Centre, PA",13,"      Durable goods manufacturing",432038,455183,441741
42027,"Centre, PA",25,"      Nondurable goods manufacturing",119933,126754,124301
42027,"Centre, PA",34,"    Wholesale trade",110628,123557,136006
42027,"Centre, PA",35,"    Retail trade",532774,573180,584204
42027,"Centre, PA",36,"    Transportation and warehousing",163386,178234,183355
42027,"Centre, PA",45,"    Information",579623,605491,625372
42027,"Centre, PA",50,"    Finance, insurance, real estate, rental, and leasing",1656921,1763879,1823691
42027,"Centre, PA",51,"      Finance and insurance",315851,338533,359038
42027,"Centre, PA",56,"      Real estate and rental and leasing",1341070,1425346,1464653
42027,"Centre, PA",59,"    Professional and business services",805942,853006,887500
42027,"Centre, PA",60,"      Professional, scientific, and technical services",577472,601294,622387
42027,"Centre, PA",64,"      Management of companies and enterprises",65100,75545,95927
42027,"Centre, PA",65,"      Administrative and support and waste management and remediation services",163370,176167,169186
42027,"Centre, PA",68,"    Educational services, health care, and social assistance",898606,979054,1053919
42027,"Centre, PA",69,"      Educational services",41584,41960,43953
42027,"Centre, PA",70,"      Health care and social assistance",857021,937094,1009966
42027,"Centre, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",428697,431345,460431
42027,"Centre, PA",76,"      Arts, entertainment, and recreation",54511,61022,64315
42027,"Centre, PA",79,"      Accommodation and food services",374186,370324,396116
42027,"Centre, PA",82,"    Other services (except government and government enterprises)",185095,196335,214944
42027,"Centre, PA",83,Government and government enterprises,3762144,3839535,4039901
42027,"Centre, PA",,Addenda:,,,
42027,"Centre, PA",87,Natural resources and mining,142577,119572,133651
42027,"Centre, PA",88,Trade,643403,696737,720210
42027,"Centre, PA",89,Transportation and utilities,185738,204494,216754
42027,"Centre, PA",90,Manufacturing and information,1131594,1187428,1191415
42027,"Centre, PA",91,Private goods-producing industries 2,1109789,1173256,1206292
42027,"Centre, PA",92,Private services-providing industries 3,5384025,5730343,6002822
42029,"Chester, PA",1,All industry total,53823173,57280652,60160228
42029,"Chester, PA",2,"  Private industries",51062092,54356019,57046813
42029,"Chester, PA",3,"    Agriculture, forestry, fishing and hunting",400747,335846,293061
42029,"Chester, PA",6,"    Mining, quarrying, and oil and gas extraction",35545,36755,144309
42029,"Chester, PA",10,"    Utilities",129526,130529,136054
42029,"Chester, PA",11,"    Construction",2036861,2259194,2363910
42029,"Chester, PA",12,"    Manufacturing",3772843,4012052,3988130
42029,"Chester, PA",13,"      Durable goods manufacturing",1619024,1673262,1731209
42029,"Chester, PA",25,"      Nondurable goods manufacturing",2153819,2338790,2256921
42029,"Chester, PA",34,"    Wholesale trade",3824470,3950277,4035568
42029,"Chester, PA",35,"    Retail trade",3204822,3471334,3510220
42029,"Chester, PA",36,"    Transportation and warehousing",718333,925780,973891
42029,"Chester, PA",45,"    Information",6220903,5931565,5914016
42029,"Chester, PA",50,"    Finance, insurance, real estate, rental, and leasing",14402941,15467862,17349374
42029,"Chester, PA",51,"      Finance and insurance",7004613,7258940,8772559
42029,"Chester, PA",56,"      Real estate and rental and leasing",7398328,8208922,8576816
42029,"Chester, PA",59,"    Professional and business services",10901782,11891641,11942745
42029,"Chester, PA",60,"      Professional, scientific, and technical services",6885759,7684921,7748590
42029,"Chester, PA",64,"      Management of companies and enterprises",2612197,2715688,2707940
42029,"Chester, PA",65,"      Administrative and support and waste management and remediation services",1403826,1491033,1486215
42029,"Chester, PA",68,"    Educational services, health care, and social assistance",3211715,3481594,3751010
42029,"Chester, PA",69,"      Educational services",570342,598367,608230
42029,"Chester, PA",70,"      Health care and social assistance",2641373,2883227,3142781
42029,"Chester, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",1149508,1310321,1401718
42029,"Chester, PA",76,"      Arts, entertainment, and recreation",393717,442294,479866
42029,"Chester, PA",79,"      Accommodation and food services",755791,868027,921852
42029,"Chester, PA",82,"    Other services (except government and government enterprises)",1052097,1151269,1242807
